"applicant,application_date,application_number,document_date,document_number,inventor,patenttag,title"
"飞亚达(集团)股份有限公司,2013-05-07,CN201310163827.X,2013-09-11,CN103293941A,""李北,陈恭谦,刘胜勇,鲍贤勇"",有权,一种时间指示方法和使用该时间指示方法的手表"
"深圳市飞亚达科技发展有限公司,2012-12-17,CN201210547698.X,2014-06-18,CN103869686A,""鲍贤勇,巫玲坚"",无效,一种钟表及其时刻反馈、时刻校准和指针定位方法"
"方大集团股份有限公司,2009-11-17,CN200910109730.4,2010-06-02,CN101718133A,""曾晓武,李晓刚,于虹君"",有权,压板式PC板屋面系统"
"康佳集团股份有限公司,2009-12-18,CN200910311799.5,2014-02-12,CN102103853B,郭欣阳,有权,一种消弱歌曲中人声的方法"
"康佳集团股份有限公司,2008-12-19,CN200810241379.X,2014-02-12,CN101753707B,郭欣阳,有权,一种移动终端及其文本信息多语言显示方法和装置"
"康佳集团股份有限公司,2008-12-19,CN200810187256.2,2014-02-12,CN101442632B,陶显芳,失效,在电视机屏幕上进行伴音频谱显示的实现方法及装置"
"平安银行股份有限公司,2016-08-16,CN201630394372.7,2017-03-01,CN304061945S,""姚贵平,郭蕴川,陈洁茹,陈爱红,杜晓敏,管仕仲"",有权,用于智能终端的图形用户界面主视图"
"平安银行股份有限公司,2016-08-16,CN201630394368.0,2017-03-01,CN304061944S,""姚贵平,郭蕴川,陈洁茹,陈爱红,杜晓敏,管仕仲"",有权,用于智能终端的图形用户界面主视图"
"飞亚达(集团)股份有限公司,2012-12-17,CN201210546257.8,2014-06-18,CN103869692A,""李北,巫玲坚,鲍贤勇"",无效,一种指针式时钟校时方法"
"飞亚达(集团)股份有限公司,2012-09-05,CN201210325404.9,2014-10-22,CN102830611B,""巫玲坚,鲍贤勇,曾庆宇"",有权,一种时间源"
"方大集团股份有限公司,2009-01-21,CN200910105176.2,2013-08-21,CN101782746B,郑洪涛,有权,一种监控装置和监控方法"
"方大集团股份有限公司,2010-01-08,CN201010042670.1,2010-09-01,CN101817345A,郭俊义,无效,一种防水铰链连接机构和顶箱"
"康佳集团股份有限公司,2013-09-24,CN201310437628.3,2014-02-05,CN103558774A,""陈锐,林敏强"",审中-实审,一种任意按键唤醒控制装置及终端"
"康佳集团股份有限公司,2011-11-07,CN201110347667.5,2013-05-08,CN103096174A,周胜杰,无效,使用智能终端直接启动电视机应用程序的方法及系统"
"平安银行股份有限公司,2016-08-16,CN201630394662.1,2017-03-08,CN304065946S,""姚贵平,郭蕴川,陈洁茹,陈爱红,杜晓敏,管仕仲"",有权,用于智能终端的图形用户界面主视图"
"飞亚达(集团)股份有限公司,2017-09-12,CN201710825521.4,2017-12-26,CN107515525A,""翁建寅,鲍贤勇"",审中-实审,一种超强防磁性能测试装置及其加磁结构"
"飞亚达(集团)股份有限公司,2016-03-10,CN201610134549.9,2016-05-25,CN105607462A,""屈哲,王文晓,曾庆宇,巫玲坚,鲍贤勇"",审中-实审,一种指针式时钟的指针对针方法及装置"
"方大集团股份有限公司,2009-12-18,CN200910188986.9,2010-09-01,CN101819083A,刘招生,无效,半高屏蔽门防水性能的淋水装置及测试方法"
"方大集团股份有限公司,2007-12-27,CN200710186161.4,2011-06-22,CN101471523B,""刘招生,刘升华"",有权,地铁屏蔽门系统滑动门等电位连接装置"
"康佳集团股份有限公司,2007-12-24,CN200710125493.1,2013-05-08,CN101471701B,刘涛,有权,蓝牙移动设备的BBS通信方法和系统"
"康佳集团股份有限公司,2011-10-26,CN201110329058.7,2013-05-01,CN103078988A,张国强,有权,便于创建日程表的手机"
"康佳集团股份有限公司,2011-11-02,CN201110341456.0,2013-05-08,CN103092636A,周胜杰,无效,智能电视应用程序远程管理方法及系统"
"东莞南玻工程玻璃有限公司,2013-12-31,CN201310750319.1,2014-05-07,CN103770403A,""黄颖,曾小绵,崔平生,梁瑞记"",有权,一种可钢化的热反射镀膜玻璃"
"飞亚达(集团)股份有限公司,2016-03-22,CN201610164188.2,2016-06-22,CN105700335A,""屈哲,王文晓,曾庆宇,巫玲坚,鲍贤勇"",审中-实审,用于时间同步系统终端时钟的状态采集判断方法和系统"
"飞亚达(集团)股份有限公司,2016-04-07,CN201610212820.6,2016-06-22,CN105700343A,""王文晓,曾庆宇,屈哲,巫玲坚,鲍贤勇"",审中-实审,基准UTC时间源长时段监测装置及其方法"
"方大集团股份有限公司,2008-12-31,CN200810242141.9,2010-07-07,CN101769114A,侯令飞,有权,幕墙电动提拉窗以及具有该电动提拉窗的幕墙"
"方大集团股份有限公司,2008-12-31,CN200810242119.4,2010-07-07,CN101769099A,饶学良,有权,门机锁"
"康佳集团股份有限公司,2011-11-16,CN201110363298.9,2013-05-22,CN103118280A,何银南,无效,一种信息发布的方法、系统和相关设备"
"康佳集团股份有限公司,2013-10-11,CN201310471546.0,2014-01-29,CN103544752A,周胜杰,审中-实审,一种基于闪联协议的无线视频门禁系统及其控制方法"
"中国南玻集团股份有限公司,2012-11-08,CN201210443694.7,2014-05-21,CN103802397A,""崔平生,曾小绵,武瑞军,唐晶,吕宜超,王小峰"",无效,透过色中性的低辐射玻璃"
"天津南玻节能玻璃有限公司,2012-08-01,CN201210270524.3,2014-05-07,CN102747335B,""王勇,王旭升,王烁,童帅"",有权,一种调节真空磁控辉光均匀性的装置和方法"
"飞亚达(集团)股份有限公司,2016-10-19,CN201610911183.1,2017-03-15,CN106505842A,""王文晓,屈哲,曾庆宇,巫玲坚,鲍贤勇"",审中-实审,机载直流电源"
"飞亚达(集团)股份有限公司,2014-12-30,CN201410844173.1,2017-07-07,CN104503222B,""鲍贤勇,巫玲坚,曾庆宇"",有权,一种手表及其时间同步方法"
"方大集团股份有限公司,2008-12-31,CN200810242118.X,2010-07-07,CN101770039A,刘升华,有权,红外传感防夹探测装置"
"康佳集团股份有限公司,2005-12-29,CN200510121126.5,2010-05-05,CN1937720B,赵昌兴,失效,电视机设置信息复制方法和系统"
"康佳集团股份有限公司,2008-10-29,CN200810216989.4,2010-06-09,CN101730026A,独超强,无效,一种手机话费转移方法"
"宜昌南玻硅材料有限公司,2013-07-18,CN201310301184.0,2013-10-23,CN103357610A,""倪武东,李大平,任侃武,唐义军"",有权,一种集中补液系统及补液方法"
"中国南玻集团股份有限公司,2013-05-17,CN201310183052.2,2013-08-28,CN103264549A,""曾小绵,黄颖,唐晶,崔平生"",有权,正面和侧面反射色调一致的红外线屏蔽玻璃"
"钢铁研究总院,2012-04-23,CN201510714074.6,2017-07-28,CN105296869B,""郎宇平,李北,邢长军,鲍贤勇,孙绍华,翁建寅,姚春发,唐海元,陈海涛,曹呈祥,吴林,宁小智,屈华鹏"",有权,一种不锈钢材料及其制造方法"
"飞亚达(集团)股份有限公司,2016-03-22,CN201610164257.X,2016-08-10,CN105847049A,""屈哲,王文晓,曾庆宇,巫玲坚,鲍贤勇"",审中-实审,一种局域时间同步系统及其监控方法"
"方大集团股份有限公司,2008-12-19,CN200810241345.0,2010-06-23,CN101748961A,郭俊义,有权,安全光幕万向调节装置"
"方大集团股份有限公司,2008-12-19,CN200810241347.X,2010-06-23,CN101748963A,刘升华,有权,全高式地铁屏蔽门立柱及其调整装置"
"康佳集团股份有限公司,2006-06-14,CN200610061122.7,2010-06-09,CN1885923B,孙晓云,有权,一种电视节目定时换台控制方法"
"康佳集团股份有限公司,2008-10-29,CN200810216990.7,2010-06-09,CN101730076A,独超强,无效,一种手机免打扰方法"
"康佳集团股份有限公司,2008-10-17,CN200810217036.X,2010-06-09,CN101729833A,独超强,无效,电视机"
"天马微电子股份有限公司,2012-06-01,CN201210176492.0,2014-04-30,CN102708823B,李浩,有权,RS232接口与RS485接口自动切换电路及串口液晶显示模组"
"中国南玻集团股份有限公司,2013-06-25,CN201310257040.X,2013-10-16,CN103353700A,""崔平生,唐晶"",有权,电致变色玻璃、中空玻璃及其制备方法"
"中国南玻集团股份有限公司,2012-09-29,CN201210372260.2,2014-04-09,CN103710671A,""王旭升,王琦"",无效,一种磁控溅射镀膜用磁钢检测装置"
"飞亚达(集团)股份有限公司,2014-12-25,CN201410826293.9,2016-07-20,CN105785754A,""鲍贤勇,巫玲坚,王文晓,曾庆宇"",审中-实审,一种手表、用于该手表的手表辅助校时系统及校时方法"
"深圳市飞亚达精密计时制造有限公司,2017-06-14,CN201710448314.1,2018-04-03,CN107870550A,""刘中华,李超,朱应林,吴难,刘亚军,郭浩"",审中-实审,一种手表时间显示结构"
"方大集团股份有限公司,2008-12-29,CN200810241732.4,2010-07-07,CN101769106A,胡海英,有权,一种地铁安全门系统的控制系统及方法"
"方大集团股份有限公司,2008-12-19,CN200810241344.6,2010-06-23,CN101748960A,郭俊义,有权,地铁半高安全门顶盒固定装置"
"方大集团股份有限公司,2007-01-09,CN200710072923.8,2010-05-26,CN101021132B,刘升华,有权,一种固定驱动门玻璃面板的安装结构及其安装方法"
"康佳集团股份有限公司,2008-10-29,CN200810216987.5,2010-06-09,CN101729812A,""仪海波,荣玮"",无效,一种下载完成后自动待机的电视机"
"康佳集团股份有限公司,2009-05-15,CN200910106978.5,2010-11-17,CN101887750A,彭文剑,失效,一种利用Flash存储器进行动态数据存储的方法"
"天马微电子股份有限公司,2011-01-20,CN201110023111.0,2013-09-04,CN103280194A,""纪宁宁,苗延盛"",无效,一种液晶显示控制器及液晶显示器"
"天马微电子股份有限公司,2011-09-23,CN201110286746.X,2014-03-26,CN102354071B,""陈瑞改,刘晓林,马怀香,张永栋"",有权,一种液晶光栅式自由立体显示装置"
"中国南玻集团股份有限公司,2015-06-09,CN201510312806.9,2016-03-30,CN105439457A,""陈刚,宋辉,纪朋远,王科,刘明刚,唐高山"",审中-实审,链状或网状硅溶胶及超亲水自清洁增透镀膜液及制备应用"
"东莞南玻光伏科技有限公司,2016-01-08,CN201610016455.1,2016-04-20,CN105510795A,""罗飞,张清春,孔国寿,龚露,叶雄新,孙小菩,彭华"",审中-实审,太阳能光伏组件的清洗周期的测定方法"
"飞亚达(集团)股份有限公司,2017-10-24,CN201711001031.9,2018-01-26,CN107628382A,""靳磊,崔晓龙,张峰,鲍贤勇"",审中-实审,一种粉料储存装置"
"深圳市飞亚达(集团)股份有限公司,2008-11-07,CN200810217291.4,2011-03-09,CN101403888B,""李北,鲍贤勇,陈杰,张明,刘中华,刘胜勇"",有权,一种手表及其制造方法"
"方大集团股份有限公司,2008-12-19,CN200810241295.6,2010-06-23,CN101753048A,于志安,无效,一种地铁安全门系统的控制电源"
"方大集团股份有限公司,2008-12-18,CN200810241828.0,2010-06-23,CN101753357A,郑洪涛,无效,一种网络服务器集中监控系统和方法"
"上海天马微电子有限公司,2013-06-28,CN201310271048.1,2014-07-02,CN103903543A,""杨康,马骏,吴天一,陈浩"",有权,一种像素结构及显示面板"
"厦门天马微电子有限公司,2013-01-15,CN201310017822.6,2014-07-09,CN103915466A,""黄大勇,熊志勇,王国立"",有权,有源矩阵有机发光二极管面板及其制造方法"
"东莞南玻工程玻璃有限公司,2016-02-04,CN201610079833.0,2016-05-11,CN105565679A,""余华骏,黄颖,梁瑞记,叶光岱"",审中-实审,一种可钢化的三银低辐射镀膜玻璃及其制备方法"
"东莞南玻工程玻璃有限公司,2016-02-04,CN201610080935.4,2016-05-25,CN105601126A,""余华骏,黄颖,梁瑞记,叶光岱"",审中-实审,一种海洋蓝色双银低辐射镀膜玻璃"
"吴江南玻华东工程玻璃有限公司,2016-03-28,CN201610179586.1,2016-06-15,CN105669048A,""许莉丽,宋保柱,米永江"",审中-实审,一种单向透视低辐射玻璃"
"飞亚达(集团)股份有限公司,2012-09-05,CN201210325494.1,2012-12-19,CN102830615A,""鲍贤勇,巫玲坚,曾庆宇,王文晓"",有权,一种提供双时间显示和UTC校时及发送的航空计时方法和系统"
"飞亚达(集团)股份有限公司,2012-09-05,CN201210325404.9,2012-12-19,CN102830611A,""巫玲坚,鲍贤勇,曾庆宇"",有权,一种时间源"
"方大集团股份有限公司,2008-12-18,CN200810241827.6,2010-06-23,CN101748864A,""曾晓武,李晓刚"",有权,一种PC板屋面"
"方大集团股份有限公司,2009-11-17,CN200910109730.4,2012-06-13,CN101718133B,""曾晓武,李晓刚,于虹君"",有权,压板式PC板屋面系统"
"中国天楹股份有限公司,2015-11-09,CN201510754057.5,2016-02-17,CN105327927A,""邓鸿雁,苏明舟,李军,陈竹,严圣军"",无效,一种生活垃圾焚烧飞灰的处理方法及其系统"
"平安银行股份有限公司,2016-08-16,CN201630394667.4,2017-03-08,CN304065947S,""姚贵平,郭蕴川,陈洁茹,陈爱红,杜晓敏,管仕仲"",有权,用于智能终端的图形用户界面主视图"
"上海天马微电子有限公司,2015-06-30,CN201510374357.0,2015-09-09,CN104898337A,""李嘉灵,牛磊,凌志华"",有权,一种阵列基板、显示面板、显示装置及制作方法"
"上海天马微电子有限公司,2015-06-30,CN201510374476.6,2015-09-09,CN104898339A,张兵,审中-实审,一种液晶显示装置"
"天津南玻节能玻璃有限公司,2017-04-06,CN201710221547.8,2017-08-11,CN107035303A,""王烁,张荣光,胡冰,刘双,汪洋"",审中-实审,一种新型中空玻璃内置百叶帘结构"
"天津南玻节能玻璃有限公司,2017-05-17,CN201710349524.5,2017-08-08,CN107020286A,""宋洪雨,杜彦"",审中-实审,用于光伏电池板的电动清洗小车"
"飞亚达(集团)股份有限公司,2012-09-05,CN201210325413.8,2012-12-19,CN102830614A,""巫玲坚,李北,鲍贤勇,陈恭谦"",有权,一种民航机载驾驶舱时钟"
"方大集团股份有限公司,2008-12-18,CN200810241827.6,2011-08-10,CN101748864B,""曾晓武,李晓刚"",有权,一种PC板屋面"
"方大集团股份有限公司,2008-12-29,CN200810241732.4,2014-04-16,CN101769106B,胡海英,有权,一种地铁安全门系统的控制系统及方法"
"中国天楹股份有限公司,2015-12-18,CN201510951677.8,2017-07-25,CN105436192B,""苏明舟,李军,陈竹,严圣军"",有权,一种基于减量化的垃圾焚烧飞灰处理系统"
"中国天楹股份有限公司,2015-12-18,CN201510951677.8,2016-03-30,CN105436192A,""苏明舟,李军,陈竹,严圣军"",有权,一种基于减量化的垃圾焚烧飞灰处理系统"
"中国天楹股份有限公司,2015-10-14,CN201520789380.1,2016-03-30,CN205110339U,""苏明舟,李军,陈竹,严圣军"",有权,垃圾焚烧飞灰和含磷废水协同处理系统"
"平安银行股份有限公司,2016-08-16,CN201630394373.1,2017-03-08,CN304065945S,""姚贵平,郭蕴川,陈洁茹,陈爱红,杜晓敏,管仕仲"",有权,用于智能终端的图形用户界面设计1主视图"
"上海中航光电子有限公司,2015-07-28,CN201510451503.5,2015-10-21,CN104991390A,金慧俊,审中-实审,显示面板的驱动电路、包含其的显示面板和显示器"
"厦门天马微电子有限公司,2014-12-30,CN201410839622.3,2015-07-08,CN104765205A,""张龙,周婷,宋琼,沈柏平,曾章和"",审中-实审,一种阵列基板、显示面板和显示装置"
"厦门天马微电子有限公司,2015-11-18,CN201510796890.6,2016-01-20,CN105259676A,""杨育青,王磊"",审中-实审,一种阵列基板、显示面板以及阵列基板的制作方法"
"中粮地产(集团)股份有限公司,2009-10-16,CN200920206040.6,2010-11-10,CN201627382U,""郭雷,刘鹏鹏,张高峰"",失效,一种双拼叠加的叠层独院住宅楼"
"中国南玻集团股份有限公司,2014-12-23,CN201410815759.5,2017-05-31,CN104591538B,""戴斌,肖子凡"",有权,铝硅酸盐玻璃、铝硅酸盐玻璃的强化方法及强化玻璃"
"东莞南玻光伏科技有限公司,2015-07-27,CN201510448430.4,2017-05-24,CN106711256A,""陈志穗,杨江海,蒋忠伟,孙小菩,彭华"",审中-公开,双玻太阳能光伏组件及其制备方法"
"中国南玻集团股份有限公司,2015-06-09,CN201510312827.0,2017-08-29,CN104927416B,""陈刚,周志文,宋辉,王科,刘明刚,纪朋远,唐高山"",有权,硅镁铝溶胶和掺杂核壳二氧化硅微球镀膜液及制备应用"
"方大集团股份有限公司,2010-01-08,CN201010042675.4,2010-09-01,CN101817346A,熊东平,有权,地铁屏蔽门伸缩缝装置"
"中国天楹股份有限公司,2015-11-11,CN201520893744.0,2016-03-30,CN205110344U,""饶玲华,李军,陈竹,严圣军"",有权,餐厨垃圾减量化、无害化处理装置"
"中国天楹股份有限公司,2015-10-14,CN201520789693.7,2016-02-10,CN205026702U,李旭东,有权,碳酸钙全脱硫系统"
"中国天楹股份有限公司,2015-05-19,CN201520320972.9,2015-09-09,CN204627101U,""王健,李军,吉松彬,石红雷,陈驰敏,王艳"",有权,一种内部具有烟气检测室的烟囱"
"上海中航光电子有限公司,2015-12-11,CN201510923077.0,2016-02-03,CN105301822A,""席克瑞,曹兆铿,崔婷婷"",审中-实审,一种阵列基板、显示面板及显示装置"
"上海天马微电子有限公司,2015-12-02,CN201510875492.3,2016-02-03,CN105301833A,""楼均辉,吴天一,孔祥建,符鞠建,黄开,董倩"",审中-实审,阵列基板、阵列基板的制作方法以及液晶显示面板"
"中国南玻集团股份有限公司,2017-06-22,CN201710480229.3,2017-09-15,CN107162409A,""肖子凡,何浩波,刘攀,邓臻禄,戴斌"",审中-实审,一种玻璃及其制备方法"
"中国天楹股份有限公司,2015-11-09,CN201520885021.6,2016-03-30,CN205110343U,""邓鸿雁,苏明舟,李军,陈竹,严圣军"",有权,一种生活垃圾焚烧飞灰中氯离子和重金属的处理系统"
"中国天楹股份有限公司,2015-05-19,CN201520321059.0,2015-09-16,CN204645080U,""王健,李军,吉松彬,陈驰敏,王艳,石红雷"",有权,一种设备与土建基础之间的连接结构"
"中国天楹股份有限公司,2015-11-30,CN201520965383.6,2016-04-27,CN205188273U,""饶玲华,李军,陈竹,严圣军"",有权,小区厨余垃圾与粪便联合厌氧发酵系统"
"上海天马微电子有限公司,2015-12-16,CN201510946357.3,2016-03-02,CN105372857A,赵剑,有权,一种玻璃基板、液晶显示面板及液晶显示装置"
"上海天马微电子有限公司,2015-12-21,CN201510964967.6,2016-03-09,CN105388623A,""李嘉灵,黄忠守,牛磊,马骏,凌志华"",有权,一种显示装置"
"中国南玻集团股份有限公司,2009-03-06,CN200910105850.7,2012-05-09,CN101497500B,""陈可明,曾小绵,崔平生"",有权,一种可后续加工的三银低辐射膜玻璃"
"中国南玻集团股份有限公司,2011-06-15,CN201110160920.6,2012-12-19,CN102824864A,""孙恒裕,刘建党"",有权,汽化混合装置"
